halId_s,docType_s,doiId_s,title_s,authFullName_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,publicationDateY_i,conferenceStartDateY_i,keyword_s
hal-00614965,ART,10.1002/app.33348,Development of new concepts for the control of polymerization processes: Multiobjective optimization and decision engineering. II. Application of a Choquet integral to an emulsion copolymerization process,"Mauricio Camargo,Laure Morel,Christian Fonteix,Sandrine Hoppe,Guo Hang Hu,Jean Renaud",Journal of Applied Polymer Science,Wiley,,2011,,"Calculations,Copolymerization,Emulsion polymerization,Kinetics polym,Modeling"
tel-02389853,THESE,,"Essai de modélisation du processus d’innovation des biens d’équipement: le cas d’un produit de haute technologie à long cycle de vie. Application aux moteurs électriques dans un groupe industriel international.,Modelling capital goods innovation process: the case of a high-tech\, long life cycle product. Practical application on the field of electric motors in an international industrial company.",Karina Velloso Rodrigues,,,,2011,,"Innovation projects,Capital goods,Innovation projects classification,Classification method,Project portfolio management,Classification des projets d’innovation,Méthode de classification,Gestion de portefeuille de projets,Projets d’innovation,Biens d’équipement"
tel-01538780,THESE,,"Essai de modélisation du processus d’innovation des biens d’équipement : le cas d’un produit de haute technologie à long cycle de vie : application aux moteurs électriques dans un groupe industriel international,Modelling capital goods innovation process : the case of a high-tech\, long life cycle product : practical application on the field of electric motors in an international industrial company",Karina Velloso Rodrigues,,,,2011,,"Innovation projects,Capital goods,Innovation projects classification,Classification method,Project portfolio management,Projets d'innovation,Biens d'équipement,Classification des projets d'innovation,Méthode de classification,Gestion de portefeuille de projets"
hal-01899777,ART,10.1108/17542731111110258,Attractive quality for requirement assessment during the front‐end of innovation,"Helmi Ben Rejeb,Vincent Boly,Laure Morel-Guimaraes",The TQM Journal,,,2011,,
tel-01748872,THESE,,"Le transfert de technologie vu comme une dynamique des compétences technologiques : application à des projets d'innovation basés sur des substitutions technologiques par le brasage métallique,Technology transfer as a dynamic in the field of technological competencies : application to the case of innovative projects based on brazing technologies",Hanen Kooli Chaabane,,,,2010,,"Technology Transfer,Intermediate object design,Model,Key success factor,Broadcast model,Dominance,Construction,Multi-player,Micro level,Transfert de technologie,Objet intermédiaire de conception,Modèle,Facteur clé de succès,Émetteur-récepteur,Multi-acteur,Niveau micro,Ingénierie des systèmes-Innovations"
hal-00738110,COMM,,Managing complex industrial change through projects,"Clément Perotti,Stéphanie Minel,Roussel Benoit,Renaud Jean",,,"IDMME, ISBN 978-2-8178-0168-1",2010,2010,
tel-01748866,THESE,,"Phases amont du processus d'innovation : proposition d'une méthode d'aide à l'évaluation d'idées,Early stages of innovation process : proposition of a method to support ideas evaluation",Marcelo Ferioli,,,,2010,,"Innovation,Early stages,Evaluation and selection of ideas,Evaluation by experts,Software model IdéoVal,Phases amont,Evaluation et sélection d'idées,Évaluation par experts,Maquette informatique IdéoVal,Recherche industrielle-Innovations"
hal-00712835,COMM,,Déploiement international de standards et changement : Analyse des pratiques d'une entreprise aéronautique,"Clément Perotti,Stéphanie Minel,Benoît Roussel,Jean Renaud",,,CONFERE 2010,2010,2010,"Standard international,Processus de standardisation,Conduite du changement,Démarche orientée utilisateur,Démarche orientée utilisateur"
hal-00737501,COMM,,EMA space: a collaborative workspace as collaborative urban ecosystem generator?,"Laurent Dupont,Claudine Guidat,Laure Morel",,,ICE2010 16th International Conference on Concurrent Enterprising,2010,2010,"Collaborative process,Technological transfer,Urban project,User-driven conceptualization"
tel-01748862,THESE,,"Comprendre la génération des objets de coopération interentreprises par une théorie des co-raisonnements de conception : vers une nouvelle ingénierie des partenariats d'exploration technologique,Understanding the generation of inter-firm cooperation's objects with a co-design reasoning theory",Thomas Gillier,,,,2010,,"Matching/Building,C-K Theory,Design theory,Innovation fields,Inter-firm cooperation,Opera,Emerging technology,Identity of technology,Exploration,Théorie C-K,Théorie de conception,Champs d'innovation,Identité technologique,Coopération interentreprises,Technologies émergentes,Régime d'exploration,Ingénierie des systèmes-Innovations"
tel-00493563,THESE,,"COMPRENDRE LA GÉNÉRATION DES OBJETS DE COOPERATION INTERENTREPRISES PAR UNE THÉORIE DES CO-RAISONNEMENTS DE CONCEPTION : Vers une nouvelle ingénierie des partenariats d'exploration technologique,UNDERSTANDING THE GENERATION OF INTER-FIRM COOPERATION'S OBJECTS WITH A CO-DESIGN REASONING THEORY : Toward a new engineering for technological exploratory partnerships",Thomas Gillier,,,,2010,,"C-K Theory,Design theory,Innovation fields,Inter-firm cooperation,Emerging technology,Identity of technology,Exploration,Théorie C-K,Théorie de conception,Champs d'innovation,Coopération interentreprises,OPERA,Technologies émergentes,Identité technologique,Régime d'exploration,Matching/Building"
tel-01748861,THESE,,"Contribution à l'ingénierie de l'innovation : proposition d'un cadre de modélisation pour un système d'innovation centré sur le produit,Contribution to innovation engineering : proposal of a modelling framework for a product centered innovation system",Evaristo Castro Espiritu,,,,2010,,"Individualization,Innovation,Systems engineering,Modeling,Individualisation,Ingénierie système,Modélisation,Ingénierie des systèmes,Innovations"
tel-01754455,THESE,,"Intention d’apprendre et diversité des partenaires : effets simples et combinés sur le transfert de connaissances entre alliés,Intent to Explore and Partner Diversity : Simple and Combined effect on Interfirm Knowledge Transfer",Hamid Mazloomi Khamseh,,,,2010,,"Exploration,Alliance,Partner diversity,Absorptive capacity,Interfirm knowledge transfer,Novelty,Depth,Scope,Diversité des partenaires,Capacité d'absorption,Transfert inter-organisationnel de connaissances,Nouveauté,Profondeur,Etendue,Gestion des connaissances,Apprentissage organisationnel,Échange de savoirs,Personnel -- Motivation,Relations intergroupes"
tel-01321392,THESE,,"Contribution à l'ingénierie de l'innovation: proposition d'un cadre de modélisation pour un système d'innovation centré sur le produit,Contribution for innovation engineering using systems engineering as theoretical framework",Evaristo Castro,,,,2010,,"Systems Engineering,Individualized product,Product centered system,Innovation,Modeling,Ingénierie Système,Individualisation du Produit,Système centré sur le produit,Innovation,Modélisation"
hal-03223117,COMM,,Modeling Technology Transfer between a Technology Transfer Center and SME,"Hanen Kooli-Chaabane,Mauricio Camargo,Vincent Boly,Bernard Yannou",,,International Association for Management of Technology IAMOT 2010,2010,2010,"Technology transfer,Model,Technology transfer center,Observation"
hal-00614976,ART,10.15837/ijccc.2010.5.2255,A metrics-based diagnosis tool for enhancing innovation capabilities in SMEs,"Juan Sepulveda,Javier Gonzalez,Mauricio Camargo,Miguel Alfaro","International Journal of Computers, Communications and Control",Agora University of Oradea,,2010,,"Classification methods,Multicriteria decision making,Technological innovation"
hal-00586603,ART,10.1111/j.1540-5885.2010.00758.x,Managing Innovation Fields in a Cross-Industry Exploratory Partnership with C-K Design Theory,"Thomas Gillier,Gérald Piat,Benoît Roussel,Patrick Truchot",Journal of Product Innovation Management,Wiley,,2010,,
hal-00695859,ART,10.1504/IJPD.2010.034313,Understanding the rapid evaluation of innovative ideas in the early stages of design,"M. Ferioli,E. Dekonink,J. Culley S.,B. Roussel,Jean Renaud",International Journal of Product Development,Inderscience,,2010,,
hal-00609615,ART,10.1007/s00500-009-0496-z,A fuzzy multi-criteria evaluation method for designing fashion oriented industrial products,"X. Zeng,Y. Zhu,L. Koehl,M. Camargo,C. Fonteix,Franck Delmotte",Soft Computing,Springer Verlag,,2010,,"Evaluation,Dissimilarity,Fuzzy logic,Multi-criteria decision making,Industrial products,Fashion themes,Human perception"
hal-02823000,COUV,,Le réseau IndDD et « Campus Durable » : un projet de recherche devenu projet citoyen,"Olivier Chery,Sylvain Plantureux",,,,2010,,
tel-01748788,THESE,,"Transfert du génie industriel vers l'ingénierie urbaine : vers une approche collaborative des projets urbains,Transfer from the industrial engineering to the urban engineering : towards a collaborative approach of the urban projects",Laurent Dupont,,,,2009,,"Complexity of urban systems,Distributed collaborative design,Collaborative process,Technology transfer,User,Urban engineering,Complexité des systèmes urbains,Usager,Ingénierie urbaine,Transfert technologique,Processus collaboratif,Conception collaborative distribuée,Génie industriel,Génie urbain"
halshs-00445345,UNDEFINED,,Eco-Models,"Vida Gholipour,Jean-Claude Bignon,Laure Morel-Guimaraes",,,,2009,,"Eco-Models,Sustainable buildings,Design support"
hal-00454077,COMM,,Making Products Active with Intelligent Agents for Supporting Product Lifecycle Management,"Martin Marchetta,Frédérique Mayer,Raymundo Forradellas",,,"AIIOs, Jornadas Argentinas de Informática",2009,2009,"PLM,Active Product,Intelligent Agent,Virtual Enterprise,Concurrent Engineering"
hal-03001937,ART,10.1177/1063293X09343824,Past Projects Memory: Knowledge Capitalization from the Early Phases of Innovative Projects,"Elise Marcandella,Marie-Gaëtane Durand,Jean Renaud,Vincent Boly",Concurrent Engineering: Research and Applications,SAGE Publications,,2009,,
halshs-00444043,COMM,,ECO-MODELES : UNE METHODE D'AIDE A L'ECO- CONCEPTION DE BATIMENTS DURABLES,"Vida Gholipour,Jean-Claude Bignon,Laure Morel-Guimaraes",,,CONFERE 09,2009,2009,"Eco-Modèles,Économie d'énergie,Conception environnementale,Complexité"
tel-01748786,THESE,,"La réalité virtuelle immersive comme outil de représentation dans le processus de design. Application au programme INTERREG ""Design dans la ville,Immersive virtual reality like tool of representation in the process of design : application to project INTERREG French-Swiss ""Design in the city",Ali Kattan,,,,2009,,"Virtual Reality,Aesthetic,Product,Designer,Visualization,CAD,Réalité Virtuelle,Esthétique,Produit,Visualisation,CAO,Design architectural,Conception assistée par ordinateur,Génie industriel"
hal-01105392,COMM,,Contribution to Innovation Engineering : modelling the innovation process,"Evaristo Castro,Frédérique Mayer,Pascal Lhoste",,,8ème CIGI Congrès International de Génie Industriel,2009,2009,
hal-00416790,COMM,,PORTFOLIO MANAGEMENT OF INNOVATION FIELDS : APPLYING CK DESIGN THEORY IN CROSS INDUSTRY EXPLORATORY PARTNERSHIP,"Thomas Gillier,Gérald Piat,Benoît Roussel,Patrick Truchot",,,16th International Product Development Management Conference “MANAGING DUALITIES IN THE INNOVATION JOURNEY”,2009,2009,"CK theory,Innovative design,Innovation partnership,OPERA,Design theory,Management of innovation,Théorie C-K,Conception innovante,Partenariat d'exploration,Co-exploration,Pilotage de l'innovation"
tel-01748785,THESE,,"Contribution à un système de retour d'expérience basé sur le raisonnement à partir de cas conversationnel : application à la gestion des pannes de machines industrielles,Contribution to an experience feedback system based on conversational case-based reasoning : application in management of failure diagnostic procedures for industrial machines",Negar Armaghan,,,,2009,,"Experience feedback,Tacit knowledge,Decision protocols,Decision tree,Case-based reasoning,Conversational case based reasoning,Diagnosis,Retour d'expérience,Connaissance tacite,Protocole de décision,Arbre de défaillances,Diagnostic,Raisonnement à partir de cas conversationnel,Raisonnement à partir de cas,Gestion des connaissances Logiciels"
halshs-00440393,UNDEFINED,,Les Eco-Modèles,"Vida Gholipour,Jean-Claude Bignon,Laure Morel-Guimaraes",,,,2009,,"Bâtiment durable,Éco-modèles,Le langage des formes,Modélisation d'éco-conception,Modélisation d'éco-conception"
hal-02523356,COMM,,Application of a Choquet integral to the multicriteria optimization of an emulsion copolymerization process,"Mauricio Camargo,Christian Fonteix,Sandrine Hoppe,Laure Morel,Jean Renaud,Guo-Hua Hu",,,Polymer Reaction Engineering 7th (PRE 7),2009,2009,
hal-00359517,ART,10.1118/1.3089793,A comprehensive analysis of the IMRT dose delivery process using Statistical Process Control (SPC),"Karine Gerard,Jean-Pierre Grandhaye,Vincent Marchesi,Hanna Kafrouni,François Husson,Pierre Aletti",Medical Physics,American Association of Physicists in Medicine,,2009,,
hal-00737500,COMM,,"Les Panels Citoyens Nancéiens : Vers une méthode pour faire émerger des "" savoirs citoyens "" et enrichir la conceptualisation des projets urbains ?","Laurent Dupont,Martine Revel,Claudine Guidat",,,Programme de recherche et formation P.I.C.R.I. (Partenariat Institutions - Citoyens pour la Recherche et pour l'Innovation),2009,2009,
tel-01748782,THESE,,"Élaboration d'une méthode d'évaluation des impacts potentiels en phase amont d'un projet de changement technico-organisationnel : application à la maintenance des moteurs d'hélicoptère,Elaboration of a potential impact evaluation method at the early phases of a technical et organisational change project : applied to helicopters engine maintenance",Olivier Zephir,,,,2009,,"Industrial engineering,Community of actors,Potential impact,Technological research et development,Decision making support,Technical et organisational change,Génie industriel,Communauté d'acteurs,Impacts potentiels,Recherche technologique et de développement,Changement technico-organisationnel,Aide à la décision,Transports publics Recherche"
